"nie_malla_modi_id","sen_slope_pnm10","sen_slope_per_pnm10","p_value_pnm10","tau_pnm10"
1589498,0,NA,NA,0
1591900,0,NA,NA,0
1591901,0,NA,NA,0
1591914,0,NA,NA,0
1591915,0,NA,NA,0
1594301,0,NA,NA,0
1594302,0,NA,NA,0
1594303,0,NA,NA,0
1594310,0,0,1,0.011
1594311,0,0,1,0.011
1594312,0,NA,NA,0
1594315,0,NA,NA,0
1594316,0,NA,NA,0
1596703,0,NA,NA,0
1596704,0,NA,NA,0
1596705,0,NA,NA,0
1596711,0,NA,NA,0
1596712,0,NA,NA,0
1596713,0,0,1,0.011
1596714,0,0,1,0.011
1596715,0,NA,NA,0
1596716,0,NA,NA,0
1596717,0,NA,NA,0
1596718,0,NA,NA,0
1596719,0,NA,NA,0
1599103,0,0,1,0.011
1599104,0,NA,NA,0
1599105,0,NA,NA,0
1599106,0,NA,NA,0
1599107,0,NA,NA,0
1599108,0,NA,NA,0
1599114,0,NA,NA,0
1599115,0,0,1,0.011
1599116,0,0,1,0.011
1599117,0,0,1,0.011
1599118,0,0,1,0.011
1599119,0,NA,NA,0
1599120,0,NA,NA,0
1599121,0,NA,NA,0
1601504,0,0,1,0.011
1601505,0,0,1,0.011
1601506,0,0,1,0.011
1601507,0,0,1,0.011
1601508,0,0,1,0.011
1601509,0,NA,NA,0
1601510,0,0,1,0.011
1601516,0,0,1,0.011
1601517,0,0,1,0.011
1601518,0,0,1,0.011
1601519,0,0,1,0.011
1601520,0,0,1,0.011
1601521,0,0,1,0.011
1601522,0,NA,NA,0
1601523,0,NA,NA,0
1601524,0,NA,NA,0
1601525,0,NA,NA,0
1603905,0,0,1,0.011
1603906,0,0,1,0.011
1603907,0,0,1,0.011
1603908,0,0,1,0.011
1603909,0,0,1,0.011
1603910,0,0,1,0.011
1603911,0,NA,NA,0
1603912,0,0,1,0.011
1603918,0,NA,NA,0
1603919,0,0,1,0.011
1603920,0,0,1,0.011
1603921,0,0,1,0.011
1603922,0,0,1,0.011
1603923,0,0,1,0.011
1603924,0,0,1,0.011
1603925,0,NA,NA,0
1603926,0,NA,NA,0
1603927,0,NA,NA,0
1606307,0,0,1,0.011
1606308,0,0,1,0.011
1606309,0,0,1,0.011
1606310,0,0,1,0.011
1606311,0,0,1,0.011
1606312,0,0,1,0.011
1606313,0,0,1,0.011
1606314,0,0,1,0.011
1606315,0,0,1,0.011
1606320,0,0,1,0.011
1606321,0,0,1,0.011
1606322,0,0,1,0.011
1606323,0,0,1,0.011
1606324,0,0,1,0.011
1606325,0,0,1,0.011
1606326,0,0,1,0.011
1606327,0,0,1,0.011
1606328,0,NA,NA,0
1606329,0,NA,NA,0
1606330,0,NA,NA,0
1608708,0,0,1,0.011
1608709,0,0,1,0.011
1608710,0,0,1,0.011
1608711,0,0,1,0.011
1608712,0,0,1,0.011
1608713,0,0,1,0.011
1608714,0,0,1,0.011
1608715,0,0,1,0.011
1608716,0,0,1,0.011
1608717,0,0,1,0.011
1608718,0,NA,NA,0
1608719,0,0,1,0.011
1608720,0,0,1,0.011
1608721,0,0,1,0.011
1608723,0,0,1,0.011
1608724,0,0,1,0.011
1608725,0,0,1,0.011
1608726,0,0,1,0.011
1608727,0,0,1,0.011
1608728,0,0,1,0.011
1608729,0,0,1,0.011
1608730,0,NA,NA,0
1608731,0,NA,NA,0
1608732,0,NA,NA,0
1611108,0,0,1,0.011
1611110,0,0,1,0.011
1611111,0,0,1,0.011
1611112,0,0,1,0.011
1611113,0,0,1,0.011
1611114,0,0,1,0.011
1611115,0,0,1,0.011
1611116,0,0,1,0.011
1611117,0,0,1,0.011
1611118,0,0,1,0.011
1611119,0,0,1,0.011
1611120,0,0,1,0.011
1611121,0,0,1,0.011
1611122,0,0,1,0.011
1611123,0,0,1,0.011
1611124,0,0,1,0.011
1611125,0,0,1,0.011
1611126,0,0,1,0.011
1611127,0,0,1,0.011
1611128,0,0,1,0.011
1611129,0,0,1,0.011
1611130,0,0,1,0.011
1611131,0,0,1,0.011
1611132,0,NA,NA,0
1611133,0,NA,NA,0
1611134,0,NA,NA,0
1611135,0,NA,NA,0
1613509,0,0,1,0.011
1613510,0,0,1,0.011
1613511,0,0,1,0.011
1613512,0,0,1,0.011
1613513,0,0,1,0.011
1613514,0,0,1,0.011
1613515,0,0,1,0.011
1613516,0,0,1,0.011
1613517,0,0,1,0.011
1613518,0,0,1,0.011
1613519,0,0,1,0.011
1613520,0,0,1,0.011
1613521,0,NA,NA,0
1613522,0,0,1,0.011
1613523,0,0,1,0.011
1613524,0,0,1,0.011
1613525,0,0,1,0.011
1613526,0,0,1,0.011
1613527,0,0,1,0.011
1613528,0,0,1,0.011
1613529,0,0,1,0.011
1613530,0,0,1,0.011
1613531,0,0,1,0.011
1613532,0,0,1,0.011
1613533,0,0,1,0.011
1613534,0,NA,NA,0
1613535,0,NA,NA,0
1613536,0,NA,NA,0
1613537,0,NA,NA,0
1613538,0,NA,NA,0
1615910,0,0,1,0.011
1615911,0,0,1,0.011
1615912,0,0,1,0.011
1615913,0,0,1,0.011
1615914,0,0,1,0.011
1615915,0,0,1,0.011
1615916,0,0,0.46706,0.099
1615917,0,0,1,0.011
1615918,0,0,1,0.011
1615919,0,0,1,0.011
1615920,0,0,1,0.011
1615921,0,0,1,0.011
1615922,0,0,1,0.011
1615923,0,0,1,0.011
1615924,0,0,1,0.011
1615925,0,0,1,0.011
1615926,0,0,1,0.011
1615927,0,0,1,0.011
1615928,0,0,1,0.011
1615929,0,0,1,0.011
1615930,0,0,1,0.011
1615931,0,0,1,0.011
1615932,0,0,1,0.011
1615933,0,0,1,0.011
1615934,0,0,1,0.011
1615935,0,0,1,0.011
1615936,0,0,1,0.011
1615937,0,NA,NA,0
1615938,0,NA,NA,0
1615939,0,NA,NA,0
1615940,0,NA,NA,0
1618310,0,0,1,0.011
1618311,0,0,1,0.011
1618312,0,0,1,0.011
1618313,0,0,1,0.011
1618314,0,0,1,0.011
1618315,0,0,1,0.011
1618316,0,0,1,0.011
1618317,0,0,0.397,0.132
1618318,0,0,0.397,0.132
1618319,0,0,0.397,0.132
1618320,0,0,1,0.011
1618321,0,0,1,0.011
1618322,0,0,1,0.011
1618323,0,0,1,0.011
1618324,0,0,1,0.011
1618325,0,0,1,0.011
1618326,0,0,1,0.011
1618327,0,0,1,0.011
1618328,0,0,1,0.011
1618329,0,0,1,0.011
1618330,0,0,1,0.011
1618331,0,0,1,0.011
1618332,0,0,1,0.011
1618333,0,0,1,0.011
1618334,0,0,1,0.011
1618335,0,0,1,0.011
1618336,0,0,1,0.011
1618337,0,0,1,0.011
1618338,0,0,1,0.011
1618339,0,0,1,0.011
1618340,0,NA,NA,0
1620712,0,0,1,0.011
1620713,0,0,1,0.011
1620714,0,0,1,0.011
1620715,0,0,1,0.011
1620716,0,0,1,0.011
1620717,0,0,1,0.011
1620718,0,0,1,0.011
1620719,0,0,1,0.011
1620720,0,0,0.397,0.132
1620721,0,0,0.397,0.132
1620722,0,0,1,0.011
1620723,0,0,1,0.011
1620724,0,0,1,0.011
1620725,0,0,1,0.011
1620726,0,0,1,0.011
1620727,0,0,1,0.011
1620728,0,0,1,0.011
1620729,0,0,1,0.011
1620730,0,0,1,0.011
1620731,0,0,1,0.011
1620732,0,0,1,0.011
1620733,0,0,1,0.011
1620734,0,0,1,0.011
1620735,0,0,1,0.011
1620736,0,0,1,0.011
1620737,0,0,1,0.011
1620738,0,0,1,0.011
1620739,0,0,1,0.011
1620740,0,0,1,0.011
1623115,0,0,1,0.011
1623116,0,0,1,0.011
1623117,0,0,1,0.011
1623118,0,0,1,0.011
1623119,0,0,0.71613,0.055
1623120,0,0,0.71613,0.055
1623121,0,0,0.397,0.132
1623122,0,0,0.397,0.132
1623123,0,0,0.397,0.132
1623124,0,0,0.397,0.132
1623125,0,0,1,0.011
1623126,0,0,1,0.011
1623127,0,0,1,0.011
1623128,0,0,1,0.011
1623129,0,0,1,0.011
1623130,0,0,1,0.011
1623131,0,0,1,0.011
1623132,0,0,1,0.011
1623133,0,0,1,0.011
1623134,0,0,1,0.011
1623135,0,0,1,0.011
1623136,0,0,1,0.011
1623137,0,0,1,0.011
1623138,0,0,1,0.011
1623139,0,0,1,0.011
1623140,0,0,1,0.011
