"nie_malla_modi_id","basin_code","basin_name"
1697592,2,"Guadalfeo"
1697594,2,"Guadalfeo"
1697597,2,"Guadalfeo"
1697599,2,"Guadalfeo"
1697602,2,"Guadalfeo"
1697605,2,"Guadalfeo"
1697607,3,"Adra"
1697610,3,"Adra"
1697612,3,"Adra"
1697615,3,"Adra"
1697617,3,"Adra"
1697620,3,"Adra"
1697622,3,"Adra"
1697625,3,"Adra"
1697627,3,"Adra"
1697630,3,"Adra"
1697633,3,"Adra"
1697638,3,"Adra"
1697640,3,"Adra"
1697643,3,"Adra"
1697645,3,"Adra"
1697648,3,"Adra"
1697650,3,"Adra"
1697653,4,"Andarax"
1697656,4,"Andarax"
1697661,4,"Andarax"
1697663,4,"Andarax"
1697666,4,"Andarax"
1697668,4,"Andarax"
1697671,4,"Andarax"
1697674,4,"Andarax"
1697676,4,"Andarax"
1697679,4,"Andarax"
1697681,4,"Andarax"
1697684,4,"Andarax"
1697686,4,"Andarax"
1697689,4,"Andarax"
1697691,4,"Andarax"
1697694,4,"Andarax"
1697696,4,"Andarax"
1697699,4,"Andarax"
1697702,4,"Andarax"
1697704,4,"Andarax"
1697707,4,"Andarax"
1699929,1,"Genil"
1699932,1,"Genil"
1699934,1,"Genil"
1699937,1,"Genil"
1699939,1,"Genil"
1699942,1,"Genil"
1699944,1,"Genil"
1699947,1,"Genil"
1699949,1,"Genil"
1699952,1,"Genil"
1699954,1,"Genil"
1699957,1,"Genil"
1699959,1,"Genil"
1699962,1,"Genil"
1699964,1,"Genil"
1699967,1,"Genil"
1699969,1,"Genil"
1699972,1,"Genil"
1699974,1,"Genil"
1699977,2,"Guadalfeo"
1699979,1,"Genil"
1699982,2,"Guadalfeo"
1699984,2,"Guadalfeo"
1699987,2,"Guadalfeo"
1699989,2,"Guadalfeo"
1699992,2,"Guadalfeo"
1699994,2,"Guadalfeo"
1699997,2,"Guadalfeo"
1699999,2,"Guadalfeo"
1700002,2,"Guadalfeo"
1700004,2,"Guadalfeo"
1700007,2,"Guadalfeo"
1700009,3,"Adra"
1700014,3,"Adra"
1700016,3,"Adra"
1700019,3,"Adra"
1700021,3,"Adra"
1700024,3,"Adra"
1700026,3,"Adra"
1700029,3,"Adra"
1700031,3,"Adra"
1700034,3,"Adra"
1700036,3,"Adra"
1700039,3,"Adra"
1700041,3,"Adra"
1700044,3,"Adra"
1700046,3,"Adra"
1700049,3,"Adra"
1700051,3,"Adra"
1700054,3,"Adra"
1700056,4,"Andarax"
1700059,4,"Andarax"
1700061,4,"Andarax"
1700064,4,"Andarax"
1700066,4,"Andarax"
1700069,4,"Andarax"
1700071,4,"Andarax"
1700074,4,"Andarax"
1700076,4,"Andarax"
1700079,4,"Andarax"
1700081,4,"Andarax"
1700084,4,"Andarax"
1700086,4,"Andarax"
1700089,4,"Andarax"
1700091,4,"Andarax"
1700094,4,"Andarax"
1700096,4,"Andarax"
1700099,4,"Andarax"
1700101,4,"Andarax"
1700104,4,"Andarax"
1700106,4,"Andarax"
1702323,1,"Genil"
1702325,1,"Genil"
1702328,1,"Genil"
1702331,1,"Genil"
1702333,1,"Genil"
1702336,1,"Genil"
1702338,1,"Genil"
1702341,1,"Genil"
1702343,1,"Genil"
1702346,1,"Genil"
