"nie_malla_modi_id","sen_slope_pnm12","sen_slope_per_pnm12","p_value_pnm12","tau_pnm12"
1623142,0.01,0.19,0.86935,0.044
1625520,-0.001,0,1,-0.011
1625521,-0.344,-0.9,0.66142,-0.099
1625522,0.107,0.31,0.82667,0.055
1625523,-0.297,-0.77,0.91281,-0.033
1625524,-0.291,-0.7,0.91281,-0.033
1625525,-0.088,-0.2,0.91281,-0.033
1625526,-0.167,-0.42,1,-0.011
1625527,0.339,1.36,0.91281,0.033
1625528,0.325,1.59,0.78398,0.066
1625529,0.124,1.04,0.54483,0.132
1625530,0.15,1.11,0.62029,0.11
1625531,0.045,0.46,0.58142,0.121
1625532,0.196,1.8,0.62029,0.11
1625533,0.264,2.29,0.51122,0.143
1625534,0.082,0.59,0.74256,0.077
1625535,0.503,3.16,0.44342,0.165
1625536,0.405,2.62,0.476,0.154
1625537,0.335,2.04,0.44342,0.165
1625538,0.311,1.87,0.51122,0.143
1625539,0.105,0.91,0.66142,0.099
1625540,0.04,0.47,0.82667,0.055
1625541,0.019,0.29,0.82667,0.055
1625542,0.026,0.5,0.78398,0.066
1625543,0.026,0.5,0.78398,0.066
1625544,0.014,0.3,0.91281,0.033
1627925,0.179,0.4,1,0.011
1627926,0.196,0.45,1,0.011
1627927,-0.06,-0.13,1,-0.011
1627928,0.372,1.07,1,0.011
1627929,0.431,1.77,0.91281,0.033
1627930,0.47,2.64,0.70113,0.088
1627931,0.036,0.23,0.86935,0.044
1627932,0.17,1.43,0.62029,0.11
1627933,0.155,1.17,0.69999,0.088
1627934,0.229,1.91,0.62029,0.11
1627935,0.345,2.36,0.66142,0.099
1627936,0.4,2.24,0.51122,0.143
1627937,0.404,2.27,0.51122,0.143
1627938,0.497,3.06,0.44342,0.165
1627939,0.094,0.79,0.44342,0.165
1627940,0.115,1.11,0.38107,0.187
1627941,0.074,0.79,0.66142,0.099
1627942,0.04,0.6,0.82667,0.055
1627943,0.027,0.51,0.6217,0.11
1627944,0.04,0.69,0.82667,0.055
1627945,0.025,0.45,0.82667,0.055
1627946,0.008,0.16,0.86935,0.044
1627947,0.016,0.33,0.78398,0.066
1627948,-0.01,-0.18,1,-0.011
1630328,-0.244,-0.46,0.91281,-0.033
1630329,-0.309,-0.61,1,-0.011
1630330,0.073,0.18,1,0.011
1630331,0.524,2.14,0.91281,0.033
1630332,0.095,0.55,0.78398,0.066
1630333,0.06,0.35,0.78398,0.066
1630334,0.273,2.13,0.70113,0.088
1630335,0.24,1.52,0.82667,0.055
1630336,0.234,1.64,0.82667,0.055
1630337,0.458,2.25,0.74256,0.077
1630338,0.315,1.73,0.44342,0.165
1630339,0.399,2.26,0.51122,0.143
1630340,0.079,0.6,0.74256,0.077
1630341,0.141,1.66,0.66142,0.099
1630342,0.145,1.72,0.66142,0.099
1630343,0.086,1.14,0.50995,0.143
1630344,0.069,1.26,0.476,0.154
1630345,-0.024,-0.35,0.74256,-0.077
1630346,-0.015,-0.2,1,-0.011
1630347,0.02,0.32,0.82667,0.055
1630348,0.025,0.46,0.82667,0.055
1630349,-0.02,-0.32,0.82667,-0.055
1632730,-0.284,-0.49,0.82667,-0.055
1632731,-0.054,-0.12,1,-0.011
1632732,-0.237,-0.73,0.91281,-0.033
1632733,0.397,1.52,0.82667,0.055
1632734,0.238,0.97,0.91281,0.033
1632735,0.451,2.45,0.58407,0.121
1632736,0.179,1.07,0.74256,0.077
1632737,0.424,2.2,0.66142,0.099
1632738,0.479,2.44,0.66142,0.099
1632739,0.044,0.18,0.82667,0.055
1632740,0.35,1.44,0.82667,0.055
1632741,0.36,2.23,0.51122,0.143
1632742,0.23,1.81,0.66142,0.099
1632743,0.12,1,0.66142,0.099
1632744,0.144,1.34,0.66142,0.099
1632745,0.076,0.7,0.74256,0.077
1632746,0.067,0.76,0.82667,0.055
1632747,0.11,1.03,0.74256,0.077
1632748,0.073,0.87,0.91281,0.033
1632749,-0.031,-0.45,0.82667,-0.055
1632750,-0.019,-0.28,0.82667,-0.055
1632754,-0.005,-0.1,1,-0.011
1632755,-0.019,-0.35,0.70113,-0.088
1632756,0,0,1,0
1632775,0.03,1.8,0.40896,0.176
1635130,-0.141,-0.3,1,-0.011
1635131,-0.249,-0.47,0.91281,-0.033
1635132,-0.329,-0.58,0.82667,-0.055
1635133,-0.453,-0.86,0.91281,-0.033
1635134,0.405,1.08,1,0.011
1635135,0.257,0.67,0.91281,0.033
1635136,0.359,1.29,0.74256,0.077
1635137,0.456,2.16,0.91281,0.033
1635138,0.378,2.01,0.66142,0.099
1635139,0.457,1.91,0.82667,0.055
1635140,0.369,1.33,0.91281,0.033
1635141,0.499,1.67,0.74256,0.077
1635142,0.329,1.44,0.74256,0.077
1635143,0.407,2.7,0.44342,0.165
1635144,0.353,2.46,0.58407,0.121
1635145,0.368,2.22,0.51122,0.143
1635146,0.37,2.15,0.58407,0.121
1635147,0.119,0.97,0.74256,0.077
1635148,0.088,0.71,0.74256,0.077
1635149,0.073,0.63,0.82667,0.055
1635150,0.073,0.77,0.82667,0.055
1635151,0.006,0.08,1,0.011
1635152,0.006,0.1,0.91281,0.033
1635154,0.021,0.45,0.70113,0.088
1635155,0.019,0.39,0.82667,0.055
1635156,-0.019,-0.36,0.91281,-0.033
1635157,-0.021,-0.35,0.78398,-0.066
1635158,-0.015,-0.3,0.91281,-0.033
1635169,0.022,1.28,0.40466,0.176
1635170,0.022,1.35,0.50824,0.143
1635174,0.02,1.27,0.37772,0.187
1635175,0.031,1.86,0.27019,0.231
1635176,0.03,1.78,0.35131,0.198
1635177,0.03,1.66,0.41085,0.176
1635178,0.03,1.72,0.47422,0.154
1635180,0.033,1.66,0.62029,0.11
1635181,0.06,2.49,0.41085,0.176
1635184,0.029,1.49,0.66142,0.099
1635185,0.026,1.32,0.74256,0.077
1635208,0,0,0.91056,-0.033
1635209,0,0,0.73612,-0.077
1635210,0,0,0.68069,-0.088
1635211,0,0,0.68069,-0.088
1635212,0,0,0.68069,-0.088
1635213,0,0,0.62528,-0.099
1637531,0.109,0.39,0.91281,0.033
1637532,0.04,0.1,1,0.011
1637533,-0.208,-0.42,0.82667,-0.055
1637534,-0.194,-0.39,0.82667,-0.055
1637535,-0.299,-0.59,0.91281,-0.033
1637536,-0.316,-0.57,0.91281,-0.033
1637537,0.06,0.14,1,0.011
1637538,0.344,1.22,0.82667,0.055
1637539,0.422,1.9,0.82667,0.055
1637540,0.421,1.88,0.91281,0.033
1637541,-0.09,-0.29,1,-0.011
1637542,0.568,1.66,0.82667,0.055
1637543,0.042,0.11,0.91281,0.033
1637544,0.796,3.09,0.82667,0.055
1637545,0.379,2.04,0.51122,0.143
1637546,0.38,1.98,0.51122,0.143
1637547,0.376,1.73,0.66142,0.099
1637548,0.34,1.77,0.58407,0.121
1637549,0.228,1.5,0.74256,0.077
1637550,0.118,0.97,0.74256,0.077
1637551,0.075,0.73,0.82667,0.055
1637552,0.067,0.71,0.82667,0.055
1637553,0.006,0.08,1,0.011
1637554,0.031,0.51,0.91281,0.033
1637555,0.016,0.28,0.91281,0.033
1637556,0.006,0.11,1,0.011
1637557,-0.035,-0.53,0.74256,-0.077
1637558,-0.021,-0.32,0.82667,-0.055
1637559,-0.044,-0.67,0.74256,-0.077
1637560,-0.034,-0.57,0.91281,-0.033
1637566,0.03,0.76,0.74256,0.077
1637567,0.026,0.54,0.91281,0.033
1637571,0.037,1.98,0.54644,0.132
1637576,0.037,2.13,0.18756,0.275
1637577,0.115,4.93,0.24958,0.242
1637578,0.055,2.56,0.32442,0.209
1637579,0.199,6.67,0.15463,0.297
1637580,0.166,6.4,0.22844,0.253
1637584,0.112,3.18,0.44342,0.165
1637585,0.063,1.74,0.44342,0.165
1637586,0.128,2.92,0.38107,0.187
1637587,0.044,1.71,0.44342,0.165
1637594,0.088,1.29,0.74256,0.077
1637607,-0.02,-0.65,0.65722,-0.099
1637608,0,0,0.91166,-0.033
1637609,0,0,0.91056,-0.033
1637610,0,0,0.91056,-0.033
1637611,0,0,0.91056,-0.033
1637612,0,0,1,0.011
1637613,0,0,0.90873,-0.033
1637614,0,0,0.86368,-0.044
1637615,0,0,0.71416,-0.077
1637616,0,0,0.62528,-0.099
1637617,0,0,0.62528,-0.099
1637618,0,0,0.62528,-0.099
1639929,0.008,0.06,0.95628,0.022
1639930,0.1,0.58,0.78398,0.066
1639933,0.107,0.43,0.91281,0.033
1639934,0.482,1.83,0.91281,0.033
1639935,0.356,1.11,0.66142,0.099
1639936,0.098,0.28,1,0.011
1639937,0.077,0.17,1,0.011
1639938,-0.048,-0.09,1,-0.011
1639939,-0.07,-0.15,1,-0.011
1639940,0.266,0.68,0.82667,0.055
1639941,0.341,0.96,0.82667,0.055
1639942,0.364,0.98,0.82667,0.055
1639943,0.259,0.67,0.95628,0.022
1639944,-0.519,-1.17,1,-0.011
1639945,0.072,0.18,1,0.011
1639946,0.48,1.75,0.82667,0.055
1639947,0.515,1.93,0.82667,0.055
1639948,0.528,1.88,0.82667,0.055
1639949,0.294,1.23,0.66142,0.099
1639950,0.368,1.88,0.66142,0.099
1639951,0.291,1.94,0.74256,0.077
1639952,0.063,0.55,0.74256,0.077
1639953,0.036,0.38,0.91281,0.033
1639954,0.007,0.1,0.95628,0.022
1639955,0.007,0.1,1,0.011
1639956,0.07,1.28,0.66142,0.099
1639957,0.01,0.2,0.70113,0.088
1639958,-0.049,-0.74,0.82667,-0.055
1639959,0.007,0.09,1,0.011
1639960,0.008,0.1,0.91281,0.033
1639961,0.001,0.02,1,0.011
1639964,-0.028,-0.57,0.82667,-0.055
1639966,0.044,0.98,0.74256,0.077
1639967,0.05,1.17,0.66142,0.099
1639968,0.08,2.08,0.51122,0.143
1639969,0.047,1.14,0.66142,0.099
1639972,0.098,3.95,0.27356,0.231
1639973,0.107,4.51,0.27356,0.231
1639978,0.181,7.04,0.11184,0.33
1639979,0.214,5.47,0.38107,0.187
1639980,0.263,5.23,0.32442,0.209
1639981,0.259,5.29,0.38107,0.187
1639982,0.164,6.37,0.22844,0.253
1639985,0.169,4.48,0.32442,0.209
1639986,0.159,2.58,0.51122,0.143
1639987,0.112,1.7,0.82667,0.055
1639988,0.066,1.82,0.22844,0.253
1639991,0.04,1.49,0.51122,0.143
1639992,-0.04,-1.02,0.66142,-0.099
1639993,-0.02,-0.47,0.74256,-0.077
1639994,-0.051,-1.18,0.66142,-0.099
1639995,0.035,0.59,0.82667,0.055
1640007,-0.04,-1.16,0.65722,-0.099
1640008,0,0,0.82441,-0.055
1640009,0,0,0.86763,-0.044
1640010,0,0,0.91166,-0.033
1640011,0,0,0.91166,-0.033
1640012,0,0,0.86763,-0.044
1640013,0,0,0.91056,-0.033
1640014,0,0,0.91056,-0.033
1640015,-0.042,-1.37,0.43168,-0.165
1640016,0,0,0.77477,-0.066
1640017,0,0,0.68069,-0.088
1640018,0,0,0.86,-0.044
1640019,0,0,0.71416,-0.077
1640020,0,0,1,-0.011
1640021,0,0,0.9486,-0.022
1640022,0,0,1,-0.011
1640023,0,0,1,-0.011
1642331,0.032,0.17,0.95628,0.022
1642332,0.581,2.27,0.58407,0.121
1642333,0.4,1.82,0.6217,0.11
1642334,0.074,0.38,0.86935,0.044
1642335,0.032,0.18,0.95628,0.022
1642336,0.305,1.47,0.78398,0.066
1642337,0.31,1.46,0.78398,0.066
1642338,0.402,1.44,0.91281,0.033
1642339,0.327,0.93,0.82667,0.055
1642340,0.05,0.1,1,0.011
1642341,-0.452,-0.83,0.91281,-0.033
1642342,-0.27,-0.53,1,-0.011
1642343,-0.52,-1.03,0.91281,-0.033
1642344,0.042,0.1,1,0.011
1642345,-0.75,-1.53,0.91281,-0.033
1642346,-0.003,-0.01,1,-0.011
1642347,-0.362,-0.79,1,-0.011
1642348,0.119,0.29,1,0.011
1642349,0.167,0.5,1,0.011
1642350,0.512,1.9,0.66142,0.099
1642351,0.331,1.58,0.66142,0.099
1642352,0.369,2.31,0.66142,0.099
1642353,0.068,0.57,0.74256,0.077
1642354,0.049,0.51,0.82667,0.055
1642355,0.057,0.63,0.91281,0.033
1642356,0.008,0.11,0.95628,0.022
1642357,0.008,0.12,0.95628,0.022
1642358,0.008,0.12,1,0.011
1642359,0.057,0.92,0.91281,0.033
1642360,0.005,0.07,1,0.011
1642361,0.01,0.11,1,0.011
1642362,0.009,0.12,1,0.011
1642363,0.029,0.46,0.91281,0.033
1642364,0.019,0.32,0.82667,0.055
1642365,0.021,0.4,0.91281,0.033
1642366,0.058,0.96,0.82667,0.055
1642367,0.017,0.37,0.82667,0.055
1642368,0.054,1.13,0.66142,0.099
1642369,0.06,1.06,0.66142,0.099
1642370,0.043,0.83,0.78398,0.066
1642371,0.119,2.22,0.58407,0.121
1642372,0.216,3.07,0.476,0.154
1642374,0.197,4.09,0.38107,0.187
1642375,0.107,4.49,0.27356,0.231
1642377,0.037,2.15,0.22704,0.253
1642381,0.186,5.72,0.27356,0.231
1642382,0.263,5.16,0.35131,0.198
1642383,0.268,5.32,0.32442,0.209
1642384,0.183,4.27,0.38107,0.187
1642385,0.16,6.06,0.22844,0.253
1642387,0.138,4.38,0.32442,0.209
1642388,0.136,2.32,0.51122,0.143
1642389,0.129,2.17,0.58407,0.121
1642390,0.174,3.76,0.38107,0.187
1642392,0.06,1.48,0.38107,0.187
1642393,0.088,1.34,0.58407,0.121
1642394,0.093,1.38,0.58407,0.121
1642395,-0.047,-1.08,0.70113,-0.088
1642396,0.063,1.06,0.82667,0.055
1642406,-0.164,-2.23,0.44342,-0.165
1642407,0,0,1,0
1642408,-0.067,-1.38,0.54644,-0.132
1642409,-0.067,-1.38,0.54644,-0.132
1642410,-0.015,-0.48,0.65722,-0.099
1642411,0,0,0.78118,-0.066
1642412,0,0,0.91166,-0.033
1642413,-0.03,-0.94,0.5791,-0.121
1642414,0,0,0.86763,-0.044
1642415,-0.042,-1.34,0.44021,-0.165
1642416,0,0,0.82224,-0.055
1642417,-0.041,-1.17,0.31806,-0.209
1642418,0,0,0.77477,-0.066
1642419,0,0,0.42225,-0.165
1642420,0,0,0.68069,-0.088
1642421,0,0,1,0.011
1642422,0,0,1,-0.011
1642423,0,0,1,0
1642424,0,0,0.9486,-0.022
1642425,0,0,1,-0.011
1642426,0,0,0.62528,-0.099
1642427,0,0,0.89763,-0.033
1642428,0,0,0.53326,-0.11
1644734,0.55,1.69,0.74256,0.077
1644735,0.325,0.9,0.82667,0.055
1644736,0.287,1.04,0.74256,0.077
1644737,0.113,0.44,0.82667,0.055
1644738,0.472,1.76,0.91281,0.033
1644739,0.705,2.4,0.58407,0.121
1644740,0.189,0.57,1,0.011
1644741,0.146,0.42,1,0.011
1644742,0.256,0.64,0.74256,0.077
1644743,0,0,1,-0.011
1644744,-0.219,-0.41,1,-0.011
1644745,-0.272,-0.48,0.82667,-0.055
1644746,-0.242,-0.44,0.82667,-0.055
1644747,-0.895,-1.57,0.66142,-0.099
1644748,-0.932,-1.55,0.66142,-0.099
1644749,-0.774,-1.45,0.74256,-0.077
1644750,-0.255,-0.56,1,-0.011
1644751,-0.242,-0.67,1,-0.011
1644752,0.304,1.24,0.91281,0.033
1644753,0.34,1.7,0.74256,0.077
1644754,0.372,2.19,0.51122,0.143
1644755,0.33,2.47,0.58407,0.121
1644756,0.071,0.62,0.82667,0.055
1644757,0.11,1.37,0.66142,0.099
1644758,0.008,0.11,1,0.011
1644759,0.077,0.96,0.82667,0.055
1644760,0.054,0.93,0.82667,0.055
1644761,-0.011,-0.16,0.91281,-0.033
1644762,0.067,0.7,0.91281,0.033
1644763,0.01,0.13,1,0.011
1644764,-0.011,-0.16,1,-0.011
1644765,0.057,0.91,0.82667,0.055
1644766,-0.01,-0.14,1,-0.011
1644767,0.016,0.23,0.91281,0.033
1644768,0.037,0.58,0.82667,0.055
1644769,0.057,0.98,0.66142,0.099
1644770,0.031,0.58,0.82667,0.055
