"nie_malla_modi_id","sen_slope_prem07","sen_slope_per_prem07","p_value_prem07","tau_prem07"
1589498,0,0,0.9557,0.022
1591900,0,0,0.9557,0.022
1591901,0,0,0.86763,0.044
1591914,0,0,0.86763,0.044
1591915,0,0,0.86763,0.044
1594301,0,0,0.9557,0.022
1594302,0,0,0.9557,0.022
1594303,0,0,0.86763,0.044
1594310,0,0,0.9557,0.022
1594311,0,0,0.9557,0.022
1594312,0,0,0.9557,0.022
1594315,0,0,0.86763,0.044
1594316,0,0,0.86763,0.044
1596703,0,0,0.9557,0.022
1596704,0,0,0.86763,0.044
1596705,0,0,0.86763,0.044
1596711,0,0,0.9557,0.022
1596712,0,0,0.9557,0.022
1596713,0,0,0.9557,0.022
1596714,0,0,0.9557,0.022
1596715,0,0,0.9557,0.022
1596716,0,0,0.86763,0.044
1596717,0,0,0.86763,0.044
1596718,0,0,0.86763,0.044
1596719,0,0,0.86763,0.044
1599103,0,0,0.86763,0.044
1599104,0,0,0.91139,0.033
1599105,0,0,0.9557,0.022
1599106,0,0,0.86763,0.044
1599107,0,0,0.86763,0.044
1599108,0,0,0.86763,0.044
1599114,0,0,0.9557,0.022
1599115,0,0,0.9557,0.022
1599116,0,0,0.9557,0.022
1599117,0,0,0.9557,0.022
1599118,0,0,0.86763,0.044
1599119,0,0,0.86763,0.044
1599120,0,0,0.86763,0.044
1599121,0,0,0.86763,0.044
1601504,0,0,0.9557,0.022
1601505,0,0,0.86763,0.044
1601506,0,0,0.86763,0.044
1601507,0,0,0.86763,0.044
1601508,0,0,0.78118,0.066
1601509,0,0,0.86763,0.044
1601510,0,0,0.86763,0.044
1601516,0,0,0.9557,0.022
1601517,0,0,0.9557,0.022
1601518,0,0,0.9557,0.022
1601519,0,0,0.86763,0.044
1601520,0,0,0.86763,0.044
1601521,0,0,0.91139,0.033
1601522,0,0,0.91139,0.033
1601523,0,0,0.91139,0.033
1601524,0,0,0.9557,0.022
1601525,0,0,0.9557,0.022
1603905,0,0,0.95312,0.022
1603906,0,0,0.9557,0.022
1603907,0,0,0.86763,0.044
1603908,0,0,0.86763,0.044
1603909,0,0,0.78118,0.066
1603910,0,0,0.78118,0.066
1603911,0,0,0.78118,0.066
1603912,0,0,0.9557,0.022
1603918,0,0,0.9557,0.022
1603919,0,0,0.9557,0.022
1603920,0,0,0.9557,0.022
1603921,0,0,0.91139,0.033
1603922,0,0,0.9557,0.022
1603923,0,0,0.91139,0.033
1603924,0,0,0.9557,0.022
1603925,0,0,0.9557,0.022
1603926,0,0,0.9557,0.022
1603927,0,0,0.9557,0.022
1606307,0,0,0.9557,0.022
1606308,0,0,0.9557,0.022
1606309,0,0,0.86763,0.044
1606310,0,0,0.86763,0.044
1606311,0,0,0.78118,0.066
1606312,0,0,0.78118,0.066
1606313,0,0,0.78118,0.066
1606314,0,0,0.9557,0.022
1606315,0,0,0.9557,0.022
1606320,0,0,0.9557,0.022
1606321,0,0,0.9557,0.022
1606322,0,0,0.9557,0.022
1606323,0,0,0.91139,0.033
1606324,0,0,0.9557,0.022
1606325,0,0,0.9557,0.022
1606326,0,0,0.9557,0.022
1606327,0,0,0.9557,0.022
1606328,0,0,0.9557,0.022
1606329,0,0,0.9557,0.022
1606330,0,0,0.9557,0.022
1608708,0,0,0.95312,0.022
1608709,0,0,0.9557,0.022
1608710,0,0,0.9557,0.022
1608711,0,0,0.86763,0.044
1608712,0,0,0.78118,0.066
1608713,0,0,0.78118,0.066
1608714,0,0,0.78118,0.066
1608715,0,0,0.86763,0.044
1608716,0,0,0.9557,0.022
1608717,0,0,0.9557,0.022
1608718,0,0,0.9557,0.022
1608719,0,0,0.9557,0.022
1608720,0,0,0.9557,0.022
1608721,0,0,0.9557,0.022
1608723,0,0,0.9557,0.022
1608724,0,0,0.91139,0.033
1608725,0,0,0.9557,0.022
1608726,0,0,0.9557,0.022
1608727,0,0,0.9557,0.022
1608728,0,0,0.9557,0.022
1608729,0,0,0.9557,0.022
1608730,0,0,0.9557,0.022
1608731,0,0,0.9557,0.022
1608732,0,0,0.9557,0.022
1611108,0,0,1,0.011
1611110,0,0,1,0
1611111,0,0,0.9557,0.022
1611112,0,0,0.9557,0.022
1611113,0,0,0.86763,0.044
1611114,0,0,0.78118,0.066
1611115,0,0,0.78118,0.066
1611116,0,0,0.86763,0.044
1611117,0,0,0.86763,0.044
1611118,0,0,0.9557,0.022
1611119,0,0,0.9557,0.022
1611120,0,0,0.9557,0.022
1611121,0,0,0.9557,0.022
1611122,0,0,0.9557,0.022
1611123,0,0,0.9557,0.022
1611124,0,0,0.9557,0.022
1611125,0,0,0.9557,0.022
1611126,0,0,0.9557,0.022
1611127,0,0,0.9557,0.022
1611128,0,0,0.9557,0.022
1611129,0,0,0.9557,0.022
1611130,0,0,0.9557,0.022
1611131,0,0,0.9557,0.022
1611132,0,0,0.9557,0.022
1611133,0,0,0.9557,0.022
1611134,0,0,0.9557,0.022
1611135,0,0,0.9557,0.022
1613509,0,0,1,0
1613510,0,0,1,0
1613511,0,0,1,0
1613512,0,0,1,0
1613513,0,0,0.9557,0.022
1613514,0,0,0.9557,0.022
1613515,0,0,0.78118,0.066
1613516,0,0,0.86763,0.044
1613517,0,0,0.78118,0.066
1613518,0,0,0.86763,0.044
1613519,0,0,0.86763,0.044
1613520,0,0,0.9557,0.022
1613521,0,0,0.9557,0.022
1613522,0,0,0.9557,0.022
1613523,0,0,0.9557,0.022
1613524,0,0,0.9557,0.022
1613525,0,0,0.9557,0.022
1613526,0,0,0.9557,0.022
1613527,0,0,0.9557,0.022
1613528,0,0,0.9557,0.022
1613529,0,0,0.9557,0.022
1613530,0,0,0.9557,0.022
1613531,0,0,0.86763,0.044
1613532,0,0,0.86763,0.044
1613533,0,0,0.9557,0.022
1613534,0,0,0.9557,0.022
1613535,0,0,0.9557,0.022
1613536,0,0,0.9557,0.022
1613537,0,0,0.9557,0.022
1613538,0,0,0.9557,0.022
1615910,0,0,1,0
1615911,0,0,1,0
1615912,0,0,1,0
1615913,0,0,1,0
1615914,0,0,1,0
1615915,0,0,1,0
1615916,0,0,1,0.011
1615917,0,0,0.86763,0.044
1615918,0,0,0.86763,0.044
1615919,0,0,0.9557,0.022
1615920,0,0,0.86763,0.044
1615921,0,0,0.86763,0.044
1615922,0,0,0.9557,0.022
1615923,0,0,0.9557,0.022
1615924,0,0,0.9557,0.022
1615925,0,0,0.9557,0.022
1615926,0,0,0.9557,0.022
1615927,0,0,0.9557,0.022
1615928,0,0,0.9557,0.022
1615929,0,0,0.9557,0.022
1615930,0,0,0.9557,0.022
1615931,0,0,0.9557,0.022
1615932,0,0,0.86763,0.044
1615933,0,0,0.86763,0.044
1615934,0,0,0.86763,0.044
1615935,0,0,0.86763,0.044
1615936,0,0,0.9557,0.022
1615937,0,0,0.9557,0.022
1615938,0,0,0.9557,0.022
1615939,0,0,0.9557,0.022
1615940,0,0,1,0
1618310,0,0,1,0
1618311,0,0,1,0
1618312,0,0,1,0
1618313,0,0,1,0
1618314,0,0,1,0
1618315,0,0,1,0
1618316,0,0,1,0
1618317,0,0,1,0
1618318,0,0,0.9557,0.022
1618319,0,0,0.86763,0.044
1618320,0,0,0.86763,0.044
1618321,0,0,0.9557,0.022
1618322,0,0,0.86763,0.044
1618323,0,0,0.9557,0.022
1618324,0,0,0.9557,0.022
1618325,0,0,1,0
1618326,0,0,1,0
1618327,0,0,1,0.011
1618328,0,0,0.9557,0.022
1618329,0,0,0.9557,0.022
1618330,0,0,0.9557,0.022
1618331,0,0,0.9557,0.022
1618332,0,0,0.9557,0.022
1618333,0,0,0.86763,0.044
1618334,0,0,0.86763,0.044
1618335,0,0,0.86763,0.044
1618336,0,0,0.86763,0.044
1618337,0,0,0.86763,0.044
1618338,0,0,0.86763,0.044
1618339,0,0,0.9557,0.022
1618340,0,0,0.9557,0.022
1620712,0,0,1,0
1620713,0,0,1,0
1620714,0,0,1,0
1620715,0,0,1,0
1620716,0,0,1,0
1620717,0,0,1,0
1620718,0,0,1,0
1620719,0,0,1,0
1620720,0,0,0.86763,0.044
1620721,0,0,0.86763,0.044
1620722,0,0,0.9557,0.022
1620723,0,0,0.9557,0.022
1620724,0,0,0.9557,0.022
1620725,0,0,1,0
1620726,0,0,1,0
1620727,0,0,1,0
1620728,0,0,1,0
1620729,0,0,0.9557,0.022
1620730,0,0,0.9557,0.022
1620731,0,0,0.86763,0.044
1620732,0,0,0.86763,0.044
1620733,0,0,0.91139,0.033
1620734,0,0,0.86763,0.044
1620735,0,0,0.86763,0.044
1620736,0,0,0.86763,0.044
1620737,0,0,0.86763,0.044
1620738,0,0,0.86763,0.044
1620739,0,0,0.86763,0.044
1620740,0,0,0.9557,0.022
1623115,0,0,1,0
1623116,0,0,1,0
1623117,0,0,1,0
1623118,0,0,1,0
1623119,0,0,1,0
1623120,0,0,1,0
1623121,0,0,0.9557,0.022
1623122,0,0,0.86763,0.044
1623123,0,0,0.86763,0.044
1623124,0,0,0.9557,0.022
1623125,0,0,0.9557,0.022
1623126,0,0,0.9557,0.022
1623127,0,0,1,0
1623128,0,0,1,0
1623129,0,0,1,0
