"nie_malla_modi_id","sen_slope","sen_slope_per","p_value","tau"
1606309,0,0,0.78052,-0.066
1606310,0,0,0.78052,0.066
1606311,-0.889,-0.66,0.65622,-0.099
1606312,-0.889,-0.65,0.78249,-0.066
1606313,-3.2,-2.35,0.10932,-0.33
1606314,-3.636,-2.68,0.08824,-0.352
1606315,0,0,0.82494,-0.055
1606320,1.333,1.08,0.65622,0.099
1606321,0,0,0.73849,-0.077
1606322,0,0,0.8675,-0.044
1606323,0,0,0.95583,-0.022
1606324,0,0,1,0
1606325,0,0,1,0
1606326,0,0,1,-0.011
1606327,-2,-2.07,0.50256,-0.143
1606328,0,0,0.3891,-0.176
1606329,-16.5,-20.1,0.04525,-0.385
1606330,-1,-1.35,0.24952,-0.231
1608708,-1.5,-0.93,0.15829,-0.286
1608709,-1.5,-0.93,0.15829,-0.286
1608710,0,0,0.53475,-0.132
1608711,0,0,0.53475,-0.132
1608712,0,0,0.95509,-0.022
1608713,0,0,0.65522,-0.099
1608714,-1.333,-0.96,0.34345,-0.198
1608715,-2.909,-2.09,0.07559,-0.363
1608716,-2.909,-2.12,0.09712,-0.341
1608717,-0.889,-0.73,0.74004,-0.077
1608718,0,0,1,-0.011
1608719,0,0,0.82423,-0.055
1608720,0,0,0.91193,-0.033
1608721,0,0,0.95579,-0.022
1608723,0,0,0.82387,-0.055
1608724,0,0,0.95556,-0.022
1608725,0,0,0.91139,-0.033
1608726,-1,-0.79,0.69824,-0.088
1608727,0,0,1,-0.011
1608728,3.429,2.79,0.44021,0.165
1608729,0,0,0.91103,0.033
1608730,-5.333,-4.8,0.31656,-0.209
1608731,-8,-8.58,0.1689,-0.275
1608732,0,0,0.77759,-0.066
1611108,-1.5,-0.97,0.24189,-0.242
1611110,0,0,0.77782,-0.066
1611111,-1.5,-0.93,0.28968,-0.22
1611112,-1.5,-0.93,0.28968,-0.22
1611113,-1.5,-0.93,0.28968,-0.22
1611114,-1.333,-0.84,0.18953,-0.264
1611115,0,0,0.57515,-0.121
1611116,0,0,0.73771,0.077
1611117,0,0,0.95556,-0.022
1611118,0,0,1,-0.011
1611119,0,0,0.91157,-0.033
1611120,0,0,0.91184,-0.033
1611121,0,0,1,0.011
1611122,0,0,1,0
1611123,0,0,0.82351,-0.055
1611124,0,0,0.95551,-0.022
1611125,0,0,0.95551,-0.022
1611126,0,0,0.95551,-0.022
1611127,0,0,1,-0.011
1611128,-1.143,-0.91,0.61959,-0.11
1611129,-1.333,-1.15,0.58065,-0.121
1611130,2.286,1.79,0.58026,0.121
1611131,1.333,1.19,0.62065,0.11
1611132,-1.333,-1.03,0.86896,-0.044
1611133,0,0,0.73532,-0.077
1611134,0,0,0.77759,-0.066
1611135,0,0,1,0
1613509,-1,-0.66,0.43409,-0.165
1613510,0,0,1,0.011
1613511,0,0,0.82113,-0.055
1613512,0,0,1,0
1613513,0,0,1,0
1613514,0,0,1,0
1613515,0,0,1,0
1613516,-1.143,-0.72,0.28767,-0.22
1613517,-0.667,-0.42,0.42875,-0.165
1613518,-1,-0.63,0.21172,-0.253
1613519,0,0,0.95556,-0.022
1613520,0,0,0.91121,0.033
1613521,0,0,0.9556,-0.022
1613522,0,0,0.95551,-0.022
1613523,0,0,1,-0.011
1613524,0,0,1,-0.011
1613525,0,0,1,-0.011
1613526,0,0,0.82315,-0.055
1613527,0,0,0.78162,-0.066
1613528,0,0,0.8679,-0.044
1613529,0,0,0.86723,0.044
1613530,-1,-0.76,0.65689,-0.099
1613531,-2.4,-1.72,0.43881,-0.165
1613532,0,0,1,-0.011
1613533,-1.333,-0.88,0.74106,-0.077
1613534,3.429,2.46,0.6595,0.099
1613535,0,0,1,0.011
1613536,-1,-1.22,0.36529,-0.187
1613537,-0.889,-1.12,0.49896,-0.143
1613538,-0.889,-1.06,0.42826,-0.165
1615910,-1,-0.67,0.15741,-0.286
1615911,-0.727,-0.48,0.22893,-0.242
1615912,-1.273,-0.81,0.07109,-0.363
1615913,0,0,0.955,0.022
1615914,-0.75,-0.46,0.61598,-0.11
1615915,0,0,0.86709,-0.044
1615916,0,0,0.95583,-0.022
1615917,0,0,0.95583,-0.022
1615918,-1.6,-1,0.0937,-0.341
1615919,-2,-1.26,0.04825,-0.396
1615920,-1.778,-1.16,0.08022,-0.352
1615921,0,0,0.61152,-0.11
1615922,0,0,0.8675,-0.044
1615923,-1.333,-0.93,0.54237,-0.132
1615924,0,0,0.95579,-0.022
1615925,0,0,1,-0.011
1615926,0,0,1,-0.011
1615927,0,0,1,-0.011
1615928,0,0,0.95583,-0.022
1615929,0,0,1,-0.011
1615930,0,0,0.82315,0.055
1615931,0,0,0.82315,0.055
1615932,0,0,0.82494,-0.055
1615933,-1.6,-1.08,0.54401,-0.132
1615934,0,0,1,0
1615935,1.6,1.1,0.50867,0.143
1615936,3.429,2.44,0.47467,0.154
1615937,0,0,0.95579,-0.022
1615938,0,0,0.95514,-0.022
1615939,-2.286,-2.08,0.28514,-0.22
1615940,0,0,0.86843,-0.044
1618310,-1,-0.69,0.26231,-0.231
1618311,-1,-0.72,0.23993,-0.242
1618312,-0.889,-0.63,0.25929,-0.231
1618313,-1.143,-0.74,0.12678,-0.308
1618314,-2,-1.27,0.16356,-0.286
1618315,0,0,0.82243,-0.055
1618316,0,0,1,0
1618317,0,0,0.69647,-0.088
1618318,-1,-0.56,0.82563,-0.055
1618319,-1.143,-0.66,0.6582,-0.099
1618320,0,0,1,0
1618321,-0.545,-0.33,0.53818,-0.132
1618322,-2.4,-1.53,0.15829,-0.286
1618323,0,0,0.73771,-0.077
1618324,0,0,0.95547,-0.022
1618325,0,0,0.8675,-0.044
1618326,0,0,0.8675,-0.044
1618327,0,0,0.91157,-0.033
1618328,0,0,1,-0.011
1618329,-0.8,-0.59,0.65689,-0.099
1618330,-1.143,-0.77,0.47152,-0.154
1618331,0,0,1,-0.011
1618332,0,0,0.78052,0.066
1618333,0,0,1,-0.011
1618334,0,0,0.91229,-0.033
1618335,-2,-1.3,0.21948,-0.253
1618336,-1.143,-0.77,0.54237,-0.132
1618337,0,0,0.73901,-0.077
1618338,0,0,0.95579,-0.022
1618339,0,0,0.91157,-0.033
1618340,0,0,1,-0.011
1620712,-0.727,-0.55,0.43216,-0.165
1620713,-1.778,-1.3,0.12,-0.319
1620714,-1.143,-0.76,0.09063,-0.341
1620715,-1.778,-1.13,0.09063,-0.341
1620716,-3.2,-2.02,0.01406,-0.495
1620717,0,0,0.73745,-0.077
1620718,0,0,0.95537,-0.022
1620719,-1.333,-0.76,0.5818,-0.121
1620720,0,0,0.91229,-0.033
1620721,0,0,0.73901,-0.077
1620722,0,0,0.57515,-0.121
1620723,-1.333,-0.8,0.36934,-0.187
1620724,-2,-1.25,0.0937,-0.341
1620725,0,0,0.57314,-0.121
1620726,0,0,0.95537,-0.022
1620727,0,0,0.8675,-0.044
1620728,0,0,0.69647,-0.088
1620729,0,0,0.86668,0.044
1620730,-1.143,-0.8,0.47152,-0.154
1620731,-1.143,-0.79,0.5052,-0.143
1620732,0,0,0.78184,-0.066
1620733,0,0,0.78184,-0.066
1620734,0.615,0.38,0.78249,0.066
1620735,0,0,0.82494,0.055
1620736,0,0,0.82423,0.055
1620737,-2.667,-1.69,0.13481,-0.308
1620738,-3,-1.82,0.06759,-0.374
1620739,0,0,0.95614,0.022
1620740,0,0,0.91229,0.033
1623115,-1,-0.68,0.23993,-0.242
1623116,-2.667,-1.72,0.19807,-0.264
1623117,-1.143,-0.68,0.21465,-0.253
1623118,0,0,1,-0.011
1623119,0,0,1,0
1623120,0,0,1,0
1623121,0,0,0.95601,0.022
1623122,0.909,0.51,0.61959,0.11
1623123,0,0,0.73745,0.077
1623124,-2.667,-1.48,0.18265,-0.275
1623125,-1.6,-0.93,0.17994,-0.275
1623126,-4,-2.45,0.01097,-0.516
1623127,-2,-1.3,0.28968,-0.22
1623128,0,0,0.77963,-0.066
1623129,0,0,0.78052,0.066
1623130,0,0,0.86556,-0.044
1623131,-1.778,-1.12,0.12596,-0.308
1623132,-2.667,-1.67,0.0118,-0.505
1623133,-4,-2.49,0.00924,-0.527
1623134,-4,-2.49,0.00924,-0.527
1623135,-2.667,-1.69,0.05112,-0.396
1623136,-2.909,-1.83,0.15215,-0.297
1623137,-1.778,-1.12,0.37626,-0.187
1623138,0,0,0.61451,0.11
1623139,0,0,1,-0.011
1623140,0.8,0.59,0.82546,0.055
1623141,2,1.53,0.74181,0.077
1623142,2.143,1.52,0.70028,0.088
1625520,0,0,1,-0.011
1625521,0,0,1,0.011
1625522,0,0,1,0.011
1625523,0,0,1,0.011
1625524,0,0,0.82261,-0.055
1625525,0,0,0.91157,-0.033
1625526,0,0,0.73771,-0.077
1625527,-2,-1.14,0.14124,-0.297
1625528,-4,-2.44,0.00632,-0.549
1625529,-4,-2.49,0.01796,-0.473
1625530,0,0,0.95556,0.022
1625531,0,0,0.77963,-0.066
1625532,-1,-0.68,0.65689,-0.099
1625533,-2.667,-1.67,0.08278,-0.352
1625534,-3.2,-2,0.05774,-0.385
1625535,-3.2,-2,0.05774,-0.385
1625536,-2,-1.27,0.16181,-0.286
1625537,-4,-2.48,0.0118,-0.505
1625538,-4,-2.37,0.004,-0.571
1625539,-3.636,-2.05,0.1181,-0.319
1625540,0.889,0.54,0.43022,0.165
1625541,-2.286,-1.56,0.3782,-0.187
1625542,1.6,1.2,0.82546,0.055
1625543,1.6,1.21,0.7408,0.077
1625544,-1.778,-1.2,0.82615,-0.055
1627925,0,0,0.77827,-0.066
1627926,-0.889,-0.48,0.40417,-0.176
1627927,-0.8,-0.44,0.46693,-0.154
1627928,-1.143,-0.63,0.37134,-0.187
1627929,-1.778,-1.02,0.19525,-0.264
1627930,-2.667,-1.69,0.08407,-0.352
1627931,-4,-2.56,0.01944,-0.473
1627932,0,0,0.82423,0.055
1627933,0,0,0.77782,-0.066
1627934,0,0,0.73745,-0.077
1627935,-2.667,-1.67,0.14882,-0.297
1627936,-3.2,-2,0.05774,-0.385
1627937,-3.556,-2.19,0.01907,-0.473
1627938,-2.667,-1.69,0.07379,-0.363
1627939,-4,-2.29,0.14799,-0.297
1627940,-3.538,-1.95,0.05329,-0.396
1627941,-1.333,-0.73,0.43599,-0.165
1627942,-2.667,-1.64,0.26578,-0.231
1627943,0,0,0.73771,-0.077
1627944,1.6,1.27,0.57714,0.121
1627945,0.8,0.65,0.91255,0.033
1627946,0,0,1,0
1627947,-4.571,-4.1,0.24624,-0.242
1627948,-4,-3.53,0.34985,-0.198
1630328,-0.8,-0.42,0.54071,-0.132
1630329,-0.8,-0.43,0.42973,-0.165
1630330,-0.8,-0.43,0.57871,-0.121
1630331,-2.667,-1.57,0.2638,-0.231
1630332,-2.182,-1.34,0.34144,-0.198
1630333,-2,-1.32,0.43881,-0.165
1630334,-1,-0.68,0.53818,-0.132
1630335,-2,-1.22,0.57793,-0.121
1630336,-4.444,-2.74,0.02421,-0.451
1630337,-4,-2.43,0.02421,-0.451
1630338,-4,-2.5,0.02421,-0.451
1630339,-4,-2.47,0.02604,-0.451
1630340,-2.667,-1.43,0.2041,-0.264
1630341,-4,-2.33,0.06591,-0.374
1630342,0,0,0.86843,-0.044
1630343,-1.333,-0.73,0.5436,-0.132
1630344,1.333,0.81,0.37431,0.187
1630345,-1.333,-0.82,0.34144,-0.198
1630346,0,0,0.91157,-0.033
1630347,0,0,0.91121,-0.033
1630348,0,0,0.78162,0.066
1630349,-5.333,-3.55,0.04023,-0.418
1632730,-1.6,-0.85,0.08278,-0.352
1632731,-1.143,-0.61,0.2643,-0.231
1632732,-0.8,-0.43,0.5052,-0.143
1632733,0.5,0.28,0.61816,0.11
1632734,0,0,0.91193,0.033
1632735,-1.143,-0.69,0.37134,-0.187
1632736,-0.727,-0.47,0.65622,-0.099
1632737,-3.429,-2,0.06591,-0.374
1632738,-4,-2.5,0.00448,-0.571
1632739,-2.667,-1.69,0.11312,-0.319
1632740,-2.667,-1.69,0.07379,-0.363
1632741,-2,-1.19,0.31756,-0.209
1632742,-4,-2.14,0.16919,-0.286
1632743,-4,-2.16,0.13441,-0.308
1632744,-1.6,-0.88,0.61816,-0.11
1632745,0,0,0.86857,-0.044
1632746,-2,-1.24,0.40754,-0.176
1632747,-1.143,-0.71,0.46693,-0.154
1632748,0,0,0.86668,0.044
1632749,0,0,0.69706,-0.088
1632750,0,0,0.78184,-0.066
1632754,-2.667,-2.28,0.61923,-0.11
1632755,0,0,0.9099,0.033
1632756,-2.667,-2.57,0.31456,-0.209
1632775,-4,-5.95,0.1344,-0.297
1635130,0,0,0.69526,-0.088
1635131,-0.889,-0.48,0.57871,-0.121
1635132,-1.6,-0.85,0.13321,-0.308
1635133,-1.143,-0.62,0.28968,-0.22
1635134,-1,-0.55,0.31506,-0.209
1635135,0,0,0.91103,0.033
1635136,1.6,0.86,0.5436,0.132
1635137,1.333,0.74,0.6595,0.099
1635138,-0.667,-0.38,0.65622,-0.099
1635139,-3.2,-2.01,0.02774,-0.44
1635140,-3,-1.81,0.01907,-0.473
1635141,-4,-2.36,0.01497,-0.495
1635142,-1.6,-0.92,0.24286,-0.242
1635143,-1.6,-0.93,0.28767,-0.22
1635144,-3,-1.62,0.24815,-0.242
1635145,-0.727,-0.37,0.86896,-0.044
1635146,-4,-2.04,0.34494,-0.198
1635147,-4,-2.12,0.16919,-0.286
1635148,-5.333,-2.86,0.02975,-0.44
1635149,-2.286,-1.45,0.10607,-0.33
1635150,-2.462,-1.6,0.10679,-0.33
1635151,-2,-1.33,0.47333,-0.154
1635152,-2.667,-1.73,0.50695,-0.143
1635154,0,0,0.78162,-0.066
1635155,0,0,0.86843,-0.044
1635156,0,0,0.73639,0.077
1635157,0,0,0.73745,0.077
1635158,0,0,0.69526,0.088
1635169,0,0,0.77405,-0.066
1635170,0,0,0.77405,-0.066
1635174,-4.571,-4.38,0.31656,-0.209
1635175,-6,-5.85,0.07499,-0.363
1635176,-0.889,-0.93,0.74004,-0.077
1635177,-4,-3.28,0.15049,-0.297
1635178,-13.333,-12.99,0.04896,-0.396
1635180,-13.333,-12.99,0.04896,-0.396
1635181,-5.333,-4.8,0.09507,-0.341
1635184,-3.692,-4.49,0.28514,-0.22
1635185,-15.625,-15.46,0.04896,-0.396
1635208,-4,-7.6,0.05796,-0.352
1635209,-4,-7.6,0.05796,-0.352
1635210,-6.154,-12.17,0.05076,-0.363
1635211,-1.857,-3.85,0.07612,-0.33
1635212,-1.857,-3.85,0.07612,-0.33
1635213,0,0,0.40967,-0.165
1637531,-2.667,-1.52,0.24624,-0.242
1637532,-1.333,-0.75,0.50695,-0.143
1637533,-1,-0.54,0.43694,-0.165
1637534,-0.8,-0.43,0.61816,-0.11
1637535,0,0,0.73901,-0.077
1637536,0,0,0.73901,-0.077
1637537,0,0,0.78052,-0.066
1637538,-1.778,-1,0.3384,-0.198
1637539,-1.455,-0.81,0.37134,-0.187
1637540,-1.6,-0.9,0.43834,-0.165
1637541,-3.2,-1.88,0.03921,-0.418
1637542,-2.667,-1.54,0.09575,-0.341
1637543,-3.333,-1.9,0.08695,-0.352
1637544,-0.889,-0.47,0.50433,-0.143
1637545,-0.667,-0.32,0.82546,-0.055
1637546,-2.667,-1.3,0.26921,-0.231
1637547,-0.857,-0.42,0.82615,-0.055
1637548,-4,-2.1,0.26578,-0.231
1637549,-4,-2.2,0.22091,-0.253
1637550,-3.429,-1.81,0.34839,-0.198
1637551,0,0,0.61152,-0.11
1637552,-3.2,-1.97,0.04252,-0.407
1637553,-2.667,-1.88,0.31954,-0.209
1637554,0,0,0.82333,-0.055
1637555,-0.889,-0.65,0.82563,-0.055
1637556,0,0,0.86843,-0.044
1637557,-1.143,-0.78,0.78249,-0.066
1637558,-2,-1.38,0.61923,-0.11
1637559,4.077,3.25,0.27212,0.231
1637560,2.4,1.89,0.29413,0.22
1637566,0,0,0.91193,0.033
1637567,0,0,0.82423,0.055
1637571,0,0,1,0.011
1637576,-4,-3.38,0.15049,-0.297
1637577,-4,-3.25,0.18623,-0.275
1637578,-12.818,-8.73,0.01154,-0.516
1637579,-6,-3.85,0.02358,-0.462
1637580,-16,-12.02,0.00946,-0.527
1637584,-4,-2.78,0.1376,-0.308
1637585,0,0,1,0.011
1637586,-4.444,-3.22,0.078,-0.363
1637587,-4.571,-4.1,0.14799,-0.297
1637594,0,0,0.86709,-0.044
1637607,0,0,0.45541,-0.154
1637608,-5.333,-9.92,0.04356,-0.374
1637609,-4,-7.6,0.05796,-0.352
1637610,0,0,0.12263,-0.275
1637611,0,0,0.12263,-0.275
1637612,0,0,0.62528,-0.099
1637613,0,0,0.62528,-0.099
1637614,0,0,0.75975,-0.066
1637615,0,0,0.17584,-0.242
1637616,-1.857,-3.42,0.07612,-0.33
1637617,0,0,0.16518,-0.231
1637618,0,0,0.16518,-0.231
1639929,-0.727,-0.45,0.61671,-0.11
1639930,-2,-1.22,0.29266,-0.22
1639933,0,0,1,0.011
1639934,-1.5,-0.89,0.50824,-0.143
1639935,-1.333,-0.75,0.31954,-0.209
1639936,-1.333,-0.74,0.47107,-0.154
1639937,-1,-0.53,0.54196,-0.132
1639938,-1,-0.53,0.54196,-0.132
1639939,0,0,0.82423,-0.055
1639940,0,0,0.69526,-0.088
1639941,-0.8,-0.44,0.57871,-0.121
1639942,0,0,0.73797,-0.077
1639943,0,0,0.82315,-0.055
1639944,-1.6,-0.84,0.19947,-0.264
1639945,-2.667,-1.39,0.18175,-0.275
1639946,-2,-1.05,0.26873,-0.231
1639947,-3,-1.52,0.24624,-0.242
1639948,-0.667,-0.31,0.91255,-0.033
1639949,-2.286,-1.27,0.29266,-0.22
1639950,-1.6,-0.94,0.29067,-0.22
1639951,-3,-1.84,0.09097,-0.341
1639952,-4.444,-2.76,0.03962,-0.418
1639953,-6,-3.65,0.00813,-0.527
1639954,-3.2,-2.14,0.06844,-0.374
1639955,-2.667,-1.84,0.32151,-0.209
1639956,-1.333,-0.96,0.61816,-0.11
1639957,-2.4,-1.55,0.54196,-0.132
1639958,0,0,0.82315,0.055
1639959,2.667,1.73,0.47107,0.154
1639960,1.6,1.11,0.69912,0.088
1639961,2,1.41,0.70028,0.088
1639964,2.667,2.43,0.47152,0.154
1639966,0,0,1,0
1639967,0,0,1,0
1639968,0,0,1,0
1639969,-0.889,-0.68,0.74004,-0.077
1639972,1.6,1.48,0.6178,0.11
1639973,3.429,2.82,0.37772,0.187
1639978,-1.143,-0.93,0.6582,-0.099
1639979,0,0,0.95597,0.022
1639980,-4.571,-3.19,0.03486,-0.429
1639981,-8,-5.21,0.02697,-0.451
1639982,-8,-5.7,0.03636,-0.429
1639985,0,0,0.91229,-0.033
1639986,0,0,1,0.011
1639987,0,0,1,0.011
1639988,-1.333,-1.11,0.43881,-0.165
1639991,-2.182,-1.97,0.50867,-0.143
1639992,-2.909,-2.92,0.18399,-0.275
1639993,0,0,0.69251,-0.088
1639994,0,0,1,0
1639995,-2.286,-2,0.50651,-0.143
1640007,0,0,0.48963,-0.143
1640008,0,0,0.23668,-0.231
1640009,0,0,0.23668,-0.231
1640010,0,0,0.3891,-0.176
1640011,0,0,0.29846,-0.198
1640012,0,0,0.12263,-0.275
1640013,-6.429,-11.58,0.05076,-0.363
1640014,0,0,0.40967,-0.165
1640015,0,0,0.47975,-0.143
1640016,0,0,0.62528,-0.099
1640017,0,0,0.66856,-0.088
1640018,0,0,0.12685,-0.253
1640019,0,0,0.12685,-0.253
1640020,0,0,0.16518,-0.231
1640021,0,0,0.65183,-0.088
1640022,0,0,0.35893,-0.176
1640023,0,0,0.65183,-0.088
1642331,-2.182,-1.51,0.11619,-0.319
1642332,-2.182,-1.43,0.15918,-0.286
1642333,-1,-0.65,0.53818,-0.132
1642334,0,0,0.73901,-0.077
1642335,0,0,0.82387,-0.055
1642336,-1,-0.61,0.47016,-0.154
1642337,-0.889,-0.54,0.43599,-0.165
1642338,0,0,0.95579,-0.022
1642339,0,0,0.69647,-0.088
1642340,-0.8,-0.42,0.57871,-0.121
1642341,0,0,0.69647,-0.088
1642342,0,0,0.73901,-0.077
1642343,-0.727,-0.39,0.6582,-0.099
1642344,-2,-1.05,0.13481,-0.308
1642345,-1.778,-0.93,0.20272,-0.264
1642346,-4,-2.05,0.09814,-0.341
1642347,-3.429,-1.72,0.20593,-0.264
1642348,-1.455,-0.73,0.40562,-0.176
1642349,-1.6,-0.8,0.37626,-0.187
1642350,-1.6,-0.82,0.4061,-0.176
1642351,-4.444,-2.36,0.07679,-0.363
1642352,-2.667,-1.56,0.26578,-0.231
1642353,-2.667,-1.55,0.23747,-0.242
1642354,-4.571,-2.59,0.07499,-0.363
1642355,-8.727,-4.75,0.01713,-0.484
1642356,-2.667,-1.69,0.16312,-0.286
1642357,-3.556,-2.22,0.43881,-0.165
1642358,-2.4,-1.49,0.54196,-0.132
1642359,0,0,1,0.011
1642360,-1,-0.68,0.65689,-0.099
1642361,0,0,0.73797,-0.077
1642362,1.6,1.15,0.54196,0.132
1642363,1.333,1,0.69912,0.088
1642364,4.364,3.76,0.3782,0.187
1642365,4,3.46,0.3782,0.187
1642366,4,3.37,0.34643,0.198
1642367,0,0,0.95565,0.022
1642368,0,0,0.95579,0.022
1642369,0,0,0.78162,0.066
1642370,0,0,0.73901,-0.077
1642371,0,0,0.86668,-0.044
1642372,0,0,0.95583,0.022
1642374,-1,-0.81,0.7827,-0.066
1642375,0,0,1,0.011
1642377,4,3.58,0.47467,0.154
1642381,0,0,1,0.011
1642382,-2.667,-1.68,0.13241,-0.308
1642383,0,0,0.73849,-0.077
1642384,-1.778,-1.28,0.5436,-0.132
1642385,-2.667,-2.22,0.26873,-0.231
1642387,0,0,0.95597,-0.022
1642388,0,0,1,-0.011
1642389,0,0,1,0.011
1642390,0,0,0.91229,-0.033
1642392,0,0,1,-0.011
1642393,-1.6,-1.3,0.44021,-0.165
1642394,-1.143,-0.95,0.54523,-0.132
1642395,-1,-0.85,0.74106,-0.077
1642396,0,0,0.95614,0.022
1642406,0,0,0.91139,-0.033
1642407,0,0,0.91139,-0.033
1642408,0,0,1,-0.011
1642409,0,0,0.91047,-0.033
1642410,0,0,0.8198,-0.055
1642411,0,0,0.31023,-0.198
1642412,-2,-2.27,0.43599,-0.165
1642413,0,0,0.57314,-0.121
1642414,0,0,0.60533,-0.11
1642415,-8,-10.66,0.0513,-0.385
1642416,0,0,0.77477,-0.066
1642417,0,0,0.82387,0.055
1642418,0,0,0.82387,0.055
1642419,0,0,0.7785,-0.066
1642420,0,0,0.29846,-0.198
1642421,0,0,0.12685,-0.253
1642422,0,0,0.43995,-0.121
1642423,0,0,1,-0.011
1642424,0,0,1,-0.011
1642425,0,0,1,-0.011
1642426,0,0,0.56182,-0.11
1642427,0,0,0.47829,-0.132
1642428,0,0,0.47829,-0.132
1644734,-1.6,-0.9,0.31656,-0.209
1644735,-1.333,-0.77,0.54196,-0.132
1644736,-0.8,-0.48,0.57793,-0.121
1644737,0,0,0.91103,-0.033
1644738,0,0,1,0.011
1644739,-1.333,-0.81,0.5436,-0.132
1644740,-2.667,-1.61,0.37332,-0.187
1644741,-1.143,-0.65,0.40271,-0.176
1644742,0,0,0.82169,-0.055
1644743,0,0,0.57314,-0.121
1644744,0,0,0.82494,-0.055
1644745,-1.6,-0.83,0.40943,-0.176
1644746,-0.889,-0.45,0.61816,-0.11
1644747,-1,-0.51,0.37431,-0.187
1644748,-1,-0.51,0.47107,-0.154
1644749,-1.455,-0.73,0.31756,-0.209
1644750,-3,-1.47,0.03942,-0.418
1644751,-2.667,-1.24,0.29413,-0.22
1644752,-4,-2.02,0.16573,-0.286
1644753,-5.333,-2.76,0.06113,-0.385
1644754,-5.6,-3.21,0.02744,-0.451
1644755,-5.333,-2.89,0.08695,-0.352
1644756,-11,-5.54,0.02071,-0.473
1644757,-8.727,-4.78,0.0202,-0.473
1644758,-6,-3.27,0.08695,-0.352
1644759,-5.333,-3.08,0.01758,-0.484
1644760,-4,-2.41,0.08727,-0.352
1644761,-1.455,-0.89,0.6595,-0.099
1644762,0,0,0.95583,-0.022
1644763,0,0,0.91157,0.033
1644764,2,1.25,0.43694,0.165
1644765,1.6,1.06,0.50824,0.143
1644766,1.333,0.88,0.61923,0.11
1644767,-1.778,-1.12,0.54523,-0.132
1644768,0,0,1,0
1644769,-1.231,-0.85,0.31756,-0.209
1644770,-1.778,-1.24,0.26479,-0.231
1644771,0,0,0.82423,0.055
1644772,-1,-0.67,0.47152,-0.154
1644773,-2.182,-1.5,0.10462,-0.33
1644774,-1.778,-1.23,0.14294,-0.297
